model,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
polrights_fh ~ corruption_perception_index_cpi + gini + internet_users + life_expectancy_years + military_spending_pct_of_gdp,0.515893234861728,0.5121229329525514,0.5489827945035657,136.83074917849166,1.1898696215103648e-98,5,-527.8602551666185,1069.720510333237,1101.0377452077028,193.48731376032617,642,648
polrights_fh ~ corruption_perception_index_cpi + gini + internet_users + life_expectancy_years + murder_per_mil_people,0.5170567999519116,0.5132955600761477,0.5483226493116095,137.46977513549157,5.514197323381962e-99,5,-527.0805741062416,1068.161148212483,1099.478383086949,193.02226121428168,642,648
polrights_fh ~ corruption_perception_index_cpi + gini + internet_users + military_spending_pct_of_gdp + murder_per_mil_people,0.5370909895063927,0.533485779144293,0.5368290075661774,148.9763246973417,7.23712049612831e-105,5,-513.3531686586796,1040.7063373173592,1072.023572191825,185.01501612000055,642,648
polrights_fh ~ corruption_perception_index_cpi + gini + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.5194376585701691,0.5156949612070085,0.5469693932235763,138.78697852596568,1.1362876085917314e-99,5,-525.4793383495743,1064.9586766991486,1096.2759115736144,192.0706819932018,642,648
polrights_fh ~ corruption_perception_index_cpi + gini + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.5137699999487005,0.5099831619420705,0.5501853641097665,135.6725582264632,4.818604597403799e-98,5,-529.2781736345751,1072.5563472691501,1103.873582143616,194.33592619334283,642,648
polrights_fh ~ corruption_perception_index_cpi + gini + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.5370184279565694,0.5334126524733651,0.5368710802170953,148.93285243576662,7.609025493662536e-105,5,-513.4039520722584,1040.807904144517,1072.1251390189827,185.04401744856818,642,648
polrights_fh ~ corruption_perception_index_cpi + gini + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5404915914031863,0.5369128654795351,0.5348535580176668,151.02905417572447,6.851043674998204e-106,5,-510.96422850348057,1035.9284570069613,1067.245691881427,183.65586691250923,642,648
polrights_fh ~ corruption_perception_index_cpi + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.4966535274584234,0.49273338359127716,0.55978553555339,126.69267871027765,3.04858520911105e-93,5,-540.4875958351465,1094.975191670293,1126.2924265447589,201.1770210130988,642,648
polrights_fh ~ corruption_perception_index_cpi + internet_users + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.5025406430766985,0.49866634901966356,0.5565022950990419,129.7115385870544,7.10561494477211e-95,5,-536.6757725921511,1087.3515451843023,1118.668780058768,198.82406445722177,642,648
polrights_fh ~ corruption_perception_index_cpi + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.5341264145021895,0.5304981155497144,0.5385452519185614,147.21124733611546,5.571066001430903e-104,5,-515.4215225824499,1044.8430451648999,1076.1602800393657,186.19989452970518,642,648
polrights_fh ~ corruption_perception_index_cpi + internet_users + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5408426846910428,0.5372666931387924,0.5346491881149638,151.24271877842648,5.365617999941668e-106,5,-510.7165775291519,1035.4331550583038,1066.7503899327696,183.51554229397752,642,648
polrights_fh ~ corruption_perception_index_cpi + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5386395154519268,0.5350463652607425,0.5359303536136495,149.90731998162897,2.479125499382997e-105,5,-512.267505054098,1038.535010108196,1069.852244982662,184.3961027994978,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent,0.3809738100367142,0.3761527337908942,0.6207870798224693,79.02256479910059,1.418649829348426e-64,5,-607.513098932607,1229.026197865214,1260.3434327396799,247.41177622063472,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + life_expectancy_years,0.37450128395590604,0.3696297986284599,0.6240241092025484,76.87620074434902,3.898424028373305e-63,5,-610.8832482129231,1235.7664964258463,1267.0837313003121,249.9987090519938,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + military_spending_pct_of_gdp,0.3861122061051213,0.3813311485202703,0.6182052043587302,80.75874411731185,9.965616590999906e-66,5,-604.8124239670218,1223.6248479340436,1254.9420828085094,245.35806715497284,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + murder_per_mil_people,0.40944507649868406,0.40484573908823773,0.6063429118331877,89.02262216481867,4.309388048158901e-71,5,-592.2575787810835,1198.515157562167,1229.8323924366327,236.03240856088394,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years,0.36725012382385464,0.36232216528665717,0.6276307196158442,74.52378526559507,1.531337331840471e-61,5,-614.6176484041277,1243.2352968082555,1274.5525316827213,252.8968455719325,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + labour_force_participation_rate_percent + military_spending_pct_of_gdp,0.3761848898235365,0.3713265166913211,0.62318372493040175,77.43021780873259,1.652137171840659e-63,5,-610.0099870356545,1234.019974071309,1265.3372089457748,249.32580712163983,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + labour_force_participation_rate_percent + murder_per_mil_people,0.4222356964420526,0.41773597445172594,0.5997406841167114,93.83595194319929,3.996936521117087e-74,5,-585.163068402027,1184.326136804054,1215.6433716785198,230.9202662146295,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + life_expectancy_years + military_spending_pct_of_gdp,0.3692913335257344,0.3643792722603585,0.6266175540354588,75.18052271228626,5.472698288487143e-62,5,-613.5707560899314,1241.1415121798627,1272.4587470543286,252.08101689429472,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + life_expectancy_years + murder_per_mil_people,0.38435935306092367,0.37956464397261325,0.6190871655753843,80.1632270032788,2.4720327395269484e-65,5,-605.7362330505907,1225.4724661011815,1256.7897009756473,246.05864572846488,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + military_spending_pct_of_gdp + murder_per_mil_people,0.42399650206744327,0.41951049351656666,0.598826096122845,94.51531294664836,1.5097517348028152e-74,5,-584.1741320409914,1182.3482640819827,1213.6654989564486,230.21650916134058,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years,0.24539547969080144,0.23951849744540277,0.6854059321911447,41.75535494988582,3.0032188206605324e-37,5,-671.6800728979824,1357.3601457959649,1388.6773806704307,301.5995893887653,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp,0.3003687210990014,0.29491987936301234,0.65996783004447,55.125242327207694,1.1557327845155638e-47,5,-647.1726007898415,1308.345201579683,1339.6624364541487,279.62793855729535,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + murder_per_mil_people,0.39409808804869234,0.389379225806081,0.614171018613261,83.51548907064459,1.5357187050914534e-67,5,-600.5699505210314,1215.1399010420628,1246.4571359165286,242.1662777470572,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + internet_users + life_expectancy_years + military_spending_pct_of_gdp,0.3001725786238865,0.2947222092985273,0.66006033495109,55.07380522403541,1.2633222816066338e-47,5,-647.2634218513574,1308.5268437027148,1339.8440785771807,279.7063325880283,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + internet_users + life_expectancy_years + murder_per_mil_people,0.3935736722242425,0.38885072574623814,0.6144367475485623,83.3322321261081,2.0232927984485252e-67,5,-600.8502553628254,1215.7005107256507,1247.0177456001165,242.37587574583173,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + internet_users + military_spending_pct_of_gdp + murder_per_mil_people,0.43778972934842925,0.4334111446860338,0.591612777640601,99.98430157313112,6.616883922450801e-78,5,-576.3210827375682,1166.6421654751364,1197.9594003496022,224.7036457046167,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.2636681037146487,0.2579334316251989,0.6770565821019123,45.97788672167076,1.277928687594109e-40,5,-663.7379144463334,1341.4758288926669,1372.7930637671327,294.2964050659501,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.3819901566996713,0.37717699592630427,0.6202772515835648,79.36368109982126,8.404677045851083e-65,5,-606.980703134849,1227.961406269698,1259.2786411441639,247.00556379018317,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.45869305890249723,0.4544772727568781,0.5805103346094144,108.80368288584715,3.7043815807507e-83,5,-564.0449008564972,1142.0898017129944,1173.4070365874602,216.34902359371057,642,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.4190778943304615,0.4145535788657455,0.6013774083681537,92.62791191258472,2.273752479916265e-73,5,-586.9290862116533,1187.8581724233065,1219.1754072977724,232.18237344377334,642,648
polrights_fh ~ edu_exp_gdp_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years,0.38103624683267895,0.37621565685474034,0.6207557718307568,79.04348815735958,1.3737864690860084e-64,5,-607.4804176947312,1228.9608353894623,1260.2780702639282,247.3868215436895,642,648
polrights_fh ~ edu_exp_gdp_per_person + gini + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp,0.3924092326574781,0.387677217335496,0.615026375092075,82.92645013945064,3.728847677286295e-67,5,-601.4717927972594,1216.9435855945187,1248.2608204689845,242.84127780181237,642,648
polrights_fh ~ edu_exp_gdp_per_person + gini + internet_users + labour_force_participation_rate_percent + murder_per_mil_people,0.42944285357600925,0.42499926209295646,0.5959882977398547,96.64318945920935,7.28992398682645e-76,5,-581.0960023843418,1176.1920047686835,1207.5092396431494,228.03971676950957,642,648
polrights_fh ~ edu_exp_gdp_per_person + gini + internet_users + life_expectancy_years + military_spending_pct_of_gdp,0.38569658310991395,0.3809122885858479,0.6184144419642179,80.61723231497817,1.2364045490039926e-65,5,-605.0317088054164,1224.0634176108329,1255.3806524852987,245.52418294320546,642,648
polrights_fh ~ edu_exp_gdp_per_person + gini + internet_users + life_expectancy_years + murder_per_mil_people,0.4092078298342427,0.4046066447083413,0.6064646942304152,88.9353109334118,4.898182268111814e-71,5,-592.3877148278466,1198.7754296556932,1230.092664530159,236.12723107341017,642,648
polrights_fh ~ edu_exp_gdp_per_person + gini + internet_users + military_spending_pct_of_gdp + murder_per_mil_people,0.4388333718863453,0.4344629152810988,0.5910634110625665,100.40904452856164,3.657347618229027e-78,5,-575.7190759134336,1165.4381518268672,1196.755386701333,224.2865236858204,642,648
polrights_fh ~ edu_exp_gdp_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.38351921335828854,0.3787179611258765,0.6195094430713624,79.87899714354597,3.817294564756496e-65,5,-606.1780812295466,1226.3561624590932,1257.673397333559,246.3944319350465,642,648
polrights_fh ~ edu_exp_gdp_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.4231728005649063,0.4186803768932934,0.5992541123944974,94.19699287021562,2.3815724318687247e-74,5,-584.6371303508851,1183.2742607017701,1214.591495576236,230.54572536434225,642,648
polrights_fh ~ edu_exp_gdp_per_person + gini + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.4634110003638405,0.4592319583105995,0.5779749822250905,110.88928861207204,2.2643806928107465e-84,5,-561.2085921970582,1136.4171843941165,1167.7344192685823,214.46336141013614,642,648
polrights_fh ~ edu_exp_gdp_per_person + gini + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.41651340217638305,0.4119691140313393,0.6027033428852476,91.65646827009768,9.264916033402226e-73,5,-588.3562428429436,1190.7124856858873,1222.029720560353,233.2073471350836,642,648
polrights_fh ~ edu_exp_gdp_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.2920581618685255,0.2865445961509907,0.6638759674046535,52.97083173230166,4.908789457390133e-46,5,-650.9985512095666,1315.9971024191332,1347.314337293599,282.94949466257225,642,648
polrights_fh ~ edu_exp_gdp_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.40956095081488075,0.40496251585237986,0.6062834228557153,89.06529159480267,4.048015329998458e-71,5,-592.1939996613987,1198.3879993227974,1229.7052341972633,235.98609602863024,642,648
polrights_fh ~ edu_exp_gdp_per_person + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.46181428491133913,0.457622807379496,0.578834276835119,110.17935355799503,5.847022817538065e-84,5,-562.171279874998,1138.342559749996,1169.659794624462,215.10153506518895,642,648
polrights_fh ~ edu_exp_gdp_per_person + internet_users + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.4369187855193606,0.43253341780533694,0.5920708465569993,99.63104898186019,1.0843313245644124e-77,5,-576.8226165369309,1167.6452330738618,1198.9624679483277,225.05174367402736,642,648
polrights_fh ~ edu_exp_gdp_per_person + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.4610653144594251,0.456868003824374,0.5792369064770098,109.84779411109758,9.11504143546092e-84,5,-562.6218636080487,1139.2437272160973,1170.5609620905632,215.40088283568605,642,648
polrights_fh ~ electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years,0.38096815656088384,0.3761470362848782,0.6207899145948872,79.02067045639562,1.422783478640668e-64,5,-607.5160579637989,1229.0321159275977,1260.3493508020636,247.41403579627092,642,648
polrights_fh ~ electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp,0.39234089483916584,0.3876083472911842,0.6150609611829124,82.90268420155624,3.864923965567153e-67,5,-601.5082321397477,1217.0164642794955,1248.3336991539613,242.8685909935413,642,648
polrights_fh ~ electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + murder_per_mil_people,0.42977792919961466,0.42533694733979865,0.5958132666492698,96.77543002110194,6.044102558218255e-76,5,-580.905668437981,1175.811336875962,1207.128571750428,227.90579407520585,642,648
polrights_fh ~ electricity_use_per_person + gini + internet_users + life_expectancy_years + military_spending_pct_of_gdp,0.3864915258493674,0.381713422468132,0.6180141811152453,80.88806269181933,8.184118415763844e-66,5,-604.6121632944938,1223.2243265889877,1254.5415614634535,245.20646101422932,642,648
polrights_fh ~ electricity_use_per_person + gini + internet_users + life_expectancy_years + murder_per_mil_people,0.4138681721130435,0.4093032824877557,0.604067972483573,90.66334699975326,3.92013282793933e-72,5,-589.8217737937915,1193.643547587583,1224.9607824620489,234.26459007422625,642,648
polrights_fh ~ electricity_use_per_person + gini + internet_users + military_spending_pct_of_gdp + murder_per_mil_people,0.44088250554474934,0.4365280079243814,0.5899832723341044,101.24761659818995,1.1381234421089715e-78,5,-574.5338050837049,1163.0676101674098,1194.3848450418757,223.46752796906523,642,648
polrights_fh ~ electricity_use_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.38273803830257547,0.3779307021522841,0.6199018252210866,79.61540993536931,5.714499199197449e-65,5,-606.5883786796679,1227.1767573593359,1258.4939922338017,246.706651209783,642,648
polrights_fh ~ electricity_use_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.4233352192723007,0.4188440605438919,0.5991697396995502,94.25968772702001,2.1769718053642884e-74,5,-584.545887997321,1183.091775994642,1214.4090108691078,230.48081001578439,642,648
polrights_fh ~ electricity_use_per_person + gini + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.46399347073469777,0.4598189650550615,0.5776611995051196,111.14932074427594,1.6008525587852458e-84,5,-560.8566973520327,1135.7133947040654,1167.0306295785313,214.2305602275913,642,648
polrights_fh ~ electricity_use_per_person + gini + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.4217649577946277,0.41726156961545813,0.5999849564213586,93.65503061572676,5.182556078541197e-74,5,-585.426942825062,1184.853885650124,1216.17112052459,231.1084105723052,642,648
polrights_fh ~ electricity_use_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.28534384524562473,0.2797779873425533,0.6670167298585534,51.266821793664704,9.816213608263147e-45,5,-654.0569763589725,1322.113952717945,1353.4311875924109,285.6330660989894,642,648
polrights_fh ~ electricity_use_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.41088313784808744,0.4062950002923873,0.6056042085006337,89.55336078309391,1.980589126264811e-71,5,-591.467643625098,1196.935287250196,1228.252522124662,235.45764562106189,642,648
polrights_fh ~ electricity_use_per_person + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.4606247302105186,0.45642398823396513,0.5794736239567727,109.65318336177077,1.1832084925272048e-83,5,-562.8866284910654,1139.7732569821308,1171.0904918565966,215.5769751131441,642,648
polrights_fh ~ electricity_use_per_person + internet_users + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.4416571656191141,0.43730870117689546,0.5895744182859851,101.56623596392231,7.312061197573702e-79,5,-574.0845902027404,1162.1691804054808,1193.4864152799466,223.15791259563946,642,648
polrights_fh ~ electricity_use_per_person + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.458452058351759,0.45423439525481013,0.5806395475672254,108.69812211492328,4.270013896928905e-83,5,-564.1891199591169,1142.3782399182337,1173.6954747926995,216.44534645580435,642,648
polrights_fh ~ gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.392936152474267,0.3882082408891756,0.6147596331554335,83.1098774590711,2.8280719153181472e-67,5,-601.1906889686338,1216.3813779372676,1247.6986128117335,242.6306790098528,642,648
polrights_fh ~ gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.43574881564001366,0.4313543360110419,0.5926856296352523,99.15822860281698,2.102761987803617e-77,5,-577.4951251553186,1168.9902503106373,1200.3074851851031,225.51935607987897,642,648
polrights_fh ~ gini + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.46573550979159956,0.461574571394338,0.5767217264935947,111.93040255008346,5.661819970254722e-85,5,-559.8019716935706,1133.6039433871413,1164.921178261607,213.53430377786117,642,648
polrights_fh ~ gini + internet_users + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.44041255669300733,0.4360543990348531,0.5902311663166911,101.05475552702686,1.4880783203309527e-78,5,-574.8060188404899,1163.6120376809797,1194.9292725554456,223.65535666198247,642,648
polrights_fh ~ gini + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.46453606089681554,0.4603657809972581,0.577368747242208,111.39205810768368,1.1585513100942551e-84,5,-560.5285516256812,1135.0571032513624,1166.3743381258282,214.01369832748753,642,648
polrights_fh ~ internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.46841809928892475,0.464278053333231,0.5752720188984327,113.14321249132936,1.1348196306266764e-85,5,-558.1710409331845,1130.342081866369,1161.6593167408348,212.46212905704135,642,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent,0.5092858549122611,0.5046925867835147,0.5531474892431856,110.87657864450809,1.1009458270561256e-95,6,-532.2524955588226,1080.5049911176452,1116.2961166884634,196.1281448527217,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + life_expectancy_years,0.5074612313284481,0.5028508840397908,0.5541749198735476,110.07006621322061,3.5913964154811204e-95,6,-533.4549912981852,1082.9099825963704,1118.7011081671885,196.85740860460274,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + military_spending_pct_of_gdp,0.525372792998023,0.5209301046329499,0.544005100759184,118.25560332530264,2.685804120550669e-100,6,-521.4528949988513,1058.9057899977026,1094.6969155685208,189.69853332693836,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + murder_per_mil_people,0.5145726511288773,0.5100288693921742,0.5501597036073343,113.247660417385,3.4909359061743414e-97,6,-528.7428840248809,1073.4857680497619,1109.27689362058,194.01512336239168,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years,0.5089696935421544,0.5043734660246082,0.553325653771338,110.73640101564995,1.3517001460990563e-95,6,-532.4611777414303,1080.9223554828607,1116.7134810536788,196.25450791686782,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + labour_force_participation_rate_percent + military_spending_pct_of_gdp,0.5286868753917813,0.5242752080787558,0.542102517129329,119.838337272358,2.87866918125623e-101,6,-519.182631108031,1054.365262216062,1090.1563877868803,188.37396414896884,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + labour_force_participation_rate_percent + murder_per_mil_people,0.5143362073898669,0.5097902124512385,0.550293674201853,113.14051474616276,4.076865917541167e-97,6,-528.9006607147935,1073.801321429587,1109.5924470004052,194.10962496247467,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + life_expectancy_years + military_spending_pct_of_gdp,0.5254315030121107,0.5209893641947514,0.5439714537891033,118.2834496208872,2.5819758941082317e-100,6,-521.4128146560752,1058.8256293121503,1094.6167548829685,189.67506816649293,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + life_expectancy_years + murder_per_mil_people,0.5170365974688771,0.5125158791924547,0.5487616689440497,114.37045306836778,6.898508143116301e-98,6,-527.0941273928361,1070.1882547856721,1105.9793803564903,193.03033572274785,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + military_spending_pct_of_gdp + murder_per_mil_people,0.5452588060509556,0.541002258213679,0.5324867503210489,128.09883193978777,3.1885750393605994e-106,6,-507.5853010409495,1031.170602081899,1066.9617276527172,181.75051127044895,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years,0.4825455668650935,0.4777019996282613,0.5680188038916468,99.62606964463014,2.4025162019801727e-88,6,-549.4438384636728,1114.8876769273456,1150.6788024981638,206.81567676925266,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp,0.5167543675135889,0.5122310074591139,0.548921985813476,114.24126341708323,8.309970263243761e-98,6,-527.2834083968426,1070.5668167936851,1106.3579423645033,193.14313711253175,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + murder_per_mil_people,0.49788960997701065,0.4931896687287456,0.5595337160215514,105.93528379972764,1.651268094016449e-92,6,-539.6909610859185,1095.381922171837,1131.1730477426552,200.68298477289204,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + internet_users + life_expectancy_years + military_spending_pct_of_gdp,0.5017872367235943,0.497123778721007,0.5573577977968355,107.59981894233967,1.3799440040107378e-93,6,-537.1661020892659,1090.3322041785318,1126.12332974935,199.1251851643254,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + internet_users + life_expectancy_years + murder_per_mil_people,0.5070127832389446,0.5023982383082639,0.5544271458480402,109.8727590380518,4.799255134034376e-95,6,-533.7498535203384,1083.4997070406769,1119.290832611495,197.03664389410378,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + internet_users + military_spending_pct_of_gdp + murder_per_mil_people,0.5441951710216275,0.5399286671622356,0.5331091271479663,127.55061027864289,6.715794314465239e-106,6,-508.3422488449517,1032.6844976899033,1068.4756232607217,182.17562386846706,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.5160097100827421,0.5114793797559034,0.5493447537188483,113.90112262361849,1.3573015459461986e-97,6,-527.7822919673845,1071.564583934769,1107.3557095055871,193.44076105902852,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.5019236765739319,0.4972614956994289,0.5572814739576198,107.65855939200141,1.2646552949699263e-93,6,-537.0773597505697,1090.1547195011394,1125.9458450719576,199.0706530196979,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.5441877142314426,0.5399211405737026,0.533113487859389,127.54677591097713,6.7509151734108805e-106,6,-508.34754931590766,1032.6950986318152,1068.4862242026336,182.1786041910034,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5475850933119547,0.5433503203944379,0.5311230016329153,129.30683745683552,6.21433191244477e-107,6,-505.9235832303283,1027.8471664606566,1063.6382920314747,180.8207430755405,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years,0.5104261743049991,0.5058435799927214,0.5525044145694037,111.38367036712455,5.246479934256126e-96,6,-531.498709608356,1078.997419216712,1114.78854478753,195.67238312407358,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + gini + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp,0.5281431601330622,0.52372640344164,0.542415116584889,119.57714608974764,4.157041886198887e-101,6,-519.5561878792912,1055.1123757585824,1090.9035013294006,188.5912757265709,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + gini + internet_users + labour_force_participation_rate_percent + murder_per_mil_people,0.5140474953224903,0.5094987979308131,0.5504572161644192,113.00982480458103,4.926767329631006e-97,6,-529.0932114425744,1074.1864228851489,1109.977548455967,194.22501711641604,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + gini + internet_users + life_expectancy_years + military_spending_pct_of_gdp,0.5222172874633454,0.5177450623849992,0.5458104833335765,116.76900833811689,2.2192607279127022e-99,6,-523.5998435201623,1063.1996870403245,1098.9908126111427,190.9597226624896,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + gini + internet_users + life_expectancy_years + murder_per_mil_people,0.5188198292799254,0.5143158027209231,0.5477476436402579,115.19022423234901,2.122483584626283e-98,6,-525.8956175824183,1067.7912351648365,1103.5823607356547,192.3176153937246,641,648
